Subject,Page Label,Comments,Checkmark,Author,Date,Status,Color,X,Y,Measurement,Measurement Unit,Layer,Space,Lock
PolyLine,1,,Unchecked,AChowdhury,2025-01-12 9:20:39 AM,New,#FF0000,8.7969 cm,6.4347 cm,1,Count,,,Unlocked
